nombre;lon;lat;unidades
San Vicente;-655.309.219.740.349;-318.370.903.607.737; 216,39   
Sanagasta;-670.658.836.337.793;-291.585.269.700.688; 218,56   
Sancti Spiritu;-622.912.046.220.744;-339.895.390.805.555; 220,74   
Sanford;-612.332.294.502.856;-331.857.451.820.986; 222,95   
Santa Ana;-586.118.731.255.789;-274.449.964.561.918; 225,18   
Santa Ana;-649.607.058.736.901;-233.629.727.372.252; 227,43   
Santa Ana;-555.975.181.316.591;-274.093.121.831.825; 229,71   
Santa Ana;-657.521.664.452.298;-274.798.962.857.238; 232,00   
Santa Catalina;-644.262.539.399.712;-332.024.080.778.911; 234,32   
Santa Catalina;-661.405.716.072.481;-220.322.033.691.541; 236,67   
Santa Clara;-646.096.326.715.894;-242.734.316.258.699; 239,03   
Santa Clara de Buena Vista;-61.344.135.418.342;-317.853.071.266.298; 241,42   
Santa Clara de Saguier;-618.191.081.325.282;-313.362.205.253.631; 243,84   
Santa Cruz y la Tuna;-65.444.961.266.605;-273.473.564.761.443; 246,28   
Santa Elena;-638.587.957.361.287;-301.147.826.429.304; 248,74   
Santa Eufemia;-632.841.258.885.037;-331.935.446.312.946; 251,23   
Santa Fe;-606.387.714.501.755;-316.551.557.199.553; 253,74   
Santa Isabel;-617.327.604.188.632;-338.999.932.608.857; 256,28   
Santa Isabel;-666.047.431.635.363;-364.241.719.901.827; 258,84   
Santa Luc«a;-684.634.116.809.574;-315.327.173.670.967; 261,43   
Santa Luc«a;-590.799.430.726.477;-289.873.668.184.834; 264,04   
Santa Lucia;-655.535.879.427.709;-270.276.412.732.379; 266,68   
Santa Mar«a;-661.496.524.320.488;-264.929.339.197.446; 269,35   
Santa Mar«a;-554.252.777.120.985;-278.747.754.650.079; 272,04   
Santa Mar«a Centro;-613.075.023.174.364;-31.514.493.653.987; 274,76   
Santa Mar«a de Punilla;-645.162.902.727.265;-312.670.502.928.978; 277,51   
Santa Mar«a Norte;-611.733.958.940.775;-315.131.510.016.903; 280,29   
Santa Margarita;-614.560.322.455.386;-283.394.245.135.772; 283,09   
Santa Rosa;-644.089.343.089.286;-365.322.365.145.791; 285,92   
Santa Rosa;-652.407.236.956.115;-28.115.741.687.642; 288,78   
Santa Rosa;-679.636.620.466.005;-336.177.946.030.973; 291,67   
Santa Rosa de Calamuchita;-645.467.001.962.975;-32.075.302.961.898; 294,58   
Santa Rosa de Calchines;-603.232.768.342.223;-314.050.911.059.057; 297,53   
Santa Rosa de Leales y L. Blanca;-651.993.040.428.079;-271.347.105.867.806; 300,50   
Santa Rosa de R«o Primero;-634.030.104.122.576;-311.533.189.906.775; 303,51   
Santa Sylvina;-611.226.107.564.696;-278.553.437.327.266; 306,54   
Santa Teresa;-608.200.483.661.571;-334.122.172.296.587; 309,61   
Santa Teresa;-635.302.848.624.151;-375.577.310.761.252; 312,71   
Santa Victoria Este;-628.122.067.292.647;-224.176.111.811.168; 315,83   
Santa Victoria Oeste;-650.145.224.579.477;-222.585.509.228.289; 318,99   
Santiago de Liniers;-543.574.983.163.211;-264.059.052.828.746; 322,18   
Santiago Temple;-634.185.697.040.229;-31.389.999.537.335; 325,40   
Santo Domingo;-608.802.849.962.456;-311.119.041.613.447; 328,66   
Santo Pipo;-55.279.570.796.595;-272.063.287.575.881; 331,94   
Santo Tom«≠s;-700.938.182.756.884;-398.409.265.275.249; 335,26   
Santo Tom«∏;-607.890.247.854.108;-316.486.515.852.289; 338,62   
Santo Tom«∏;-563.086.193.944.442;-283.306.928.185.425; 342,00   
Santurce;-611.598.892.205.566;-301.612.690.129.714; 345,42   
Sarah;-636.874.058.774.599;-350.689.021.449.121; 348,88   
Sargento Cabral;-606.628.323.941.405;-334.566.719.887.247; 352,37   
Sargento Moya;-657.995.877.023.293;-271.527.652.170.227; 355,89   
Sarmiento;-690.158.940.631.978;-456.405.207.802.239; 359,45   
Sarmiento;-686.911.356.211.091;-32.073.542.322.508; 363,04   
Sarmiento;-612.013.457.069.007;-310.788.740.540.927; 366,67   
Sarmiento;-6.411.992.572.457;-30.774.969.440.319; 370,34   
Sastre;-618.336.440.235.563;-317.712.797.112.139; 374,04   
Saturnino Mar«a Laspiur;-624.833.254.315.983;-31.703.457.733.837; 377,78   
Sauce;-587.950.373.826.115;-299.995.445.616.683; 381,56   
Sauce Arriba;-65.162.547.951.832;-319.111.884.774.186; 385,38   
Sauce Viejo;-607.838.926.811.253;-317.939.652.943.412; 389,23   
Saujil;-6.640.241.020.613;-280.574.573.700.851; 393,12   
Sauzal Bonito;-690.137.527.772.465;-385.628.864.544.464; 397,05   
Sebasti«≠n Elcano;-635.927.415.022.851;-301.594.216.007.127; 401,02   
Seclant«≠s;-662.193.251.725.653;-252.908.465.900.777; 405,04   
Seeber;-620.196.850.759.195;-309.253.280.210.718; 409,09   
Segunda Usina;-643.726.926.526.339;-32.175.259.843.518; 413,18   
Senillosa;-686.767.926.458.881;-389.122.912.366.411; 417,31   
Serodino;-609.650.705.458.428;-326.127.878.713.444; 421,48   
Serrano;-635.333.659.644.618;-344.755.850.792.197; 425,70   
Serrezuela;-653.514.532.144.563;-305.673.524.944.777; 429,95   
Sierra Colorada;-677.020.241.137.007;-405.924.390.019.702; 434,25   
Sierra Grande;-653.927.571.583.057;-416.199.292.450.996; 438,59   
Sierra Paileman;-664.262.124.862.793;-412.545.511.067.632; 442,98   
Siete Palmas;-583.290.230.085.759;-252.016.238.617.924; 447,41   
Silva;-604.736.444.559.628;-304.504.539.309.071; 451,88   
Silvio Pellico;-629.325.509.169.843;-322.511.789.287.088; 456,40   
Simbolar;-639.848.922.540.636;-304.759.380.124.635; 460,97   
Sinsacate;-640.806.973.366.608;-309.422.713.589.299; 465,58   
Soldado Maldonado;-656.660.164.509.312;-270.713.461.902.157; 470,23   
Soldini;-607.846.806.052.725;-330.446.925.470.286; 474,94   
Soledad;-608.488.658.483.028;-306.545.005.432.969; 479,68   
Soutomayor;-611.757.853.570.181;-309.363.666.742.081; 484,48   
Speluzzi;-638.703.933.569.322;-35.533.347.282.363; 489,33   
Sta Rosa del Conlara;-65.213.950.705.925;-32.351.184.010.327; 494,22   
Suardi;-618.619.386.762.931;-305.246.425.016.358; 499,16   
Subteniente Per«n;-600.174.675.213.044;-255.318.689.368.593; 504,15   
Suco;-648.290.466.867.185;-334.414.356.242.941; 509,20   
Suipacha;-597.034.737.442.182;-347.485.629.683.304; 514,29   
Sunchales;-615.830.166.844.307;-309.512.953.414.673; 519,43   
Susana;-615.304.778.599.988;-313.721.186.116.187; 524,62   
Susques;-665.588.749.659.573;-237.054.223.180.767; 529,87   
Tabay;-58.287.362.735.518;-282.854.948.392.921; 535,17   
Taco Pozo;-625.887.121.017.356;-253.302.670.101.216; 540,52   
Taco Ralo;-651.995.939.541.741;-278.166.185.689.103; 545,93   
Tacuarend«;-592.907.991.786.097;-284.231.273.428.115; 551,39   
Tacural;-616.144.506.254.622;-308.033.974.734.616; 556,90   
Tacurales;-61.756.105.625.018;-308.161.716.440.531; 562,47   
Tala Ca«Òada;-649.982.605.968.852;-313.589.576.280.074; 568,09   
Tala Huasi;-6.457.278.414.827;-314.670.111.937.152; 573,77   
Talaini;-65.173.844.571.924;-312.400.441.687.223; 579,51   
Talita;-65.574.538.983.418;-322.253.766.754.598; 585,31   
Tancacha;-639.792.575.326.274;-322.395.132.273.511; 591,16   
Tandil;-59.181.805.577.778;-373.356.554.181.577; 597,07   
Tanti;-645.694.692.159.224;-313.619.877.805.978; 603,04   
T«o Pujio;-6.335.177.573.013;-322.799.480.172.569; 609,07   
Tapalqu«∏;-601.308.804.386.321;-363.471.383.108.251; 615,16   
Tapebicu«≠;-569.944.982.953.597;-293.825.487.254.222; 621,31   
Tapia;-653.481.681.969.426;-265.511.006.817.704; 627,53   
Tapso;-651.997.533.479.276;-28.447.230.708.213; 633,80   
Taquimil«≠n;-703.458.343.954.121;-375.910.001.035.078; 640,14   
Tartagal;-598.640.442.542.733;-286.814.695.753.019; 646,54   
Tartagal;-634.562.279.353.984;-225.227.285.321.064; 653,01   
Tatacu«≠;-583.050.947.683.705;-283.785.989.810.718; 659,54   
Tecka;-70.830.328.287.139;-435.131.646.424.293; 666,13   
Tel«∏n;-657.900.333.947.797;-3.651.345.284.609; 672,79   
Telsen;-669.530.756.416.637;-424.225.080.787.712; 679,52   
Teniente Berdina;-655.164.854.849.446;-270.211.944.280.671; 686,32   
Teodelina;-616.062.871.353.185;-341.932.681.090.876; 693,18   
Theobald;-603.485.463.027.432;-333.293.737.516.617; 700,11   
Ticino;-634.350.474.292.111;-326.948.787.489.748; 707,11   
Tigre;-58.599.453.988.125;-343.815.893.993.371; 714,19   
Tilcara;-652.742.920.000.779;-236.181.762.353.082; 721,33   
Tilisarao;-652.768.445.006.966;-327.369.590.822.116; 728,54   
Timb«ßes;-608.022.435.517.042;-325.743.789.609.184; 735,83   
Tinoco;-639.052.535.784.127;-311.045.315.982.935; 743,18   
Tinogasta;-675.384.662.106.015;-280.802.347.313.232; 750,62   
Toay;-647.196.040.508.549;-366.824.756.333.842; 758,12   
Toba;-601.706.890.557.644;-292.282.240.317.775; 765,70   
Tolar Grande;-677.458.583.264.751;-246.951.301.961.003; 773,36   
Toledo;-640.108.138.150.316;-315.526.503.925.745; 781,09   
Tolhuin;-671.957.998.842.656;-5.457.672.779.911; 788,90   
Tom«≠s Manuel Anchorena;-634.977.798.993.706;-368.296.816.826.031; 796,79   
Tordillo;-572.746.828.656.255;-363.908.002.975.692; 804,76   
Tornquist;-622.904.249.803.924;-38.255.785.801.668; 812,81   
Toro Pujio;-629.975.126.154.702;-311.056.274.024.481; 820,94   
Tortugas;-617.391.349.322.219;-328.223.554.883.576; 829,15   
Tosno;-652.828.381.577.686;-309.455.846.794.062; 837,44   
Tosquita;-644.611.155.218.709;-338.214.399.062.638; 845,81   
Tostado;-61.445.259.193.411;-292.389.580.395.486; 854,27   
Totoras;-612.206.195.299.342;-325.834.468.055.122; 862,81   
Tr«≠nsito;-631.947.377.387.049;-314.313.249.034.113; 871,44   
Traill;-616.890.101.267.831;-319.307.594.351.273; 880,16   
Trelew;-653.181.167.768.115;-432.489.444.215.854; 888,96   
Trenel;-641.226.949.154.921;-356.413.010.481.655; 897,85   
Trenque Lauquen;-626.346.332.497.416;-360.564.352.739.976; 906,83   
Tres Arroyos;-602.376.664.741.026;-385.116.665.533.312; 915,89   
Tres Capones;-556.141.377.080.929;-279.918.146.633.049; 925,05   
Tres Cruces;-655.450.743.065.682;-229.377.695.400.232; 934,30   
Tres de Febrero;-585.790.926.022.539;-345.959.797.363.173; 943,65   
Tres Isletas;-60.455.348.259.001;-263.210.291.409.793; 953,08   
Tres Lagunas;-585.114.565.747.576;-252.141.176.287.373; 962,61   
Tres Lomas;-628.634.418.902.354;-364.973.152.716.526; 972,24   
Trevel«n;-714.504.295.400.791;-43.197.538.543.158; 981,96   
Tricao Malal;-703.654.033.463.117;-370.444.304.664.013; 991,78   
Trinidad;-654.991.650.494.647;-2.740.262.147.558; 1.001,70   
Tuclame;-652.357.340.089.556;-307.468.404.971.543; 1.011,72   
Tumbaya;-654.938.002.318.189;-238.140.533.222.167; 1.021,83   
Tunuy«≠n;-69.507.805.463.383;-336.223.342.938.162; 1.032,05   
Tupungato;-69.301.966.753.503;-33.291.507.019.145; 1.042,37   
Ucacha;-63.507.135.543.766;-330.317.994.602.079; 1.052,80   
Ullum;-688.815.821.606.005;-310.904.647.062.097; 1.063,32   
Unanue;-64.364.342.695.767;-37.612.408.582.533; 1.073,96   
Union;-659.454.868.164.706;-351.539.097.288.901; 1.084,70   
Unquillo;-643.345.156.620.741;-312.192.351.356.385; 1.095,54   
Uranga;-607.175.504.486.773;-332.732.069.574.524; 1.106,50   
Uriburu;-638.303.238.811.822;-365.083.737.162.916; 1.117,56   
Urundel;-645.835.385.816.047;-234.575.886.007.376; 1.128,74   
Ushuaia;-683.532.508.596.173;-5.480.395.624.903; 1.140,03   
V, de la Quebrada;-662.916.667.961.259;-330.210.961.731.301; 1.151,43   
V, de Praga;-656.438.203.657.219;-325.330.352.260.902; 1.162,94   
V, Gral, Roca;-664.507.834.261.469;-326.659.194.099.238; 1.174,57   
V«∏rtiz;-639.035.759.107.822;-354.203.277.421.276; 1.186,32   
Valcheta;-661.645.106.359.565;-406.689.477.397.889; 1.198,18   
Valle Azul;-667.691.271.592.177;-392.976.976.982.115; 1.210,16   
Valle de Anisacate;-644.192.206.419.266;-317.350.762.329.001; 1.222,26   
Valle F«∏rtil;-67.532.303.564.839;-307.122.962.694.162; 1.234,49   
Valle Grande;-649.305.752.762.516;-234.986.285.822.548; 1.246,83   
Valle Hermoso;-644.920.990.495.328;-31.132.372.566.268; 1.259,30   
Valle Viejo;-657.071.874.333.265;-2.859.871.807.716; 1.271,89   
Vaqueros;-655.476.759.943.034;-24.562.795.547.521; 1.284,61   
Varvarco - Invernada Vieja;-705.962.736.544.536;-367.933.760.258.872; 1.297,46   
Veinticinco de Mayo;-673.033.281.981.441;-377.967.978.817.517; 1.310,43   
Venado Tuerto;-619.744.594.399.442;-337.518.202.806.305; 1.323,54   
Vera;-603.749.387.661.252;-294.127.008.748.966; 1.336,77   
Vera y Pintado;-603.434.992.622.195;-30.128.830.551.068; 1.350,14   
Viamonte;-630.994.810.512.003;-337.473.048.096.682; 1.363,64   
Vicente L«¸pez;-58.504.469.589.773;-3.452.651.318.083; 1.377,28   
Victorica;-658.441.622.972.006;-360.952.859.514.657; 1.391,05   
Vicu«Òa Mackenna;-644.072.934.720.761;-339.288.149.320.525; 1.404,96   
Videla;-607.055.499.014.401;-309.734.119.057.808; 1.419,01   
Viedma;-630.166.864.583.886;-40.847.812.539.356; 1.433,20   
Vila;-618.328.200.400.665;-311.903.880.171.581; 1.447,53   
Villa «Ångela;-607.557.861.498.286;-276.777.566.756.929; 1.462,01   
Villa Allende;-643.361.456.913.081;-312.723.301.734.498; 1.476,63   
Villa Amancay;-64.580.560.197.772;-322.182.599.982.267; 1.491,39   
Villa Amelia;-606.704.349.346.796;-331.570.171.302.267; 1.506,31   
Villa Ana;-596.366.616.081.518;-284.145.736.812.912; 1.521,37   
Villa Ascasubi;-638.898.773.171.195;-321.694.820.041.982; 1.536,59   
Villa Berthet;-603.717.297.735.563;-27.265.074.813.894;110
Villa Ca«Ò«≠s;-61.605.442.904.833;-340.190.906.471.635; 111,10   
Villa Candelaria Norte;-633.428.315.124.573;-298.240.610.680.012; 112,21   
Villa Carlos Paz;-645.088.844.540.427;-314.206.918.540.759; 113,33   
Villa Cerro Azul;-643.300.094.291.551;-31.071.705.029.281; 114,47   
Villa Ciudad de Am«∏rica;-645.156.567.958.551;-317.668.626.505.577; 115,61   
Villa Ciudad Parque los Reartes;-645.215.690.751.297;-318.897.835.985.433; 116,77   
Villa Concepci«¸n del T«o;-62.812.206.116.271;-313.297.975.420.494; 117,93   
Villa Constituci«¸n;-603.189.290.088.334;-33.242.503.514.408; 119,11   
Villa Cura Brochero;-650.155.388.613.377;-31.709.906.354.572; 120,31   
Villa Curi Leuv«ß;-704.296.686.921.956;-371.709.436.645.892; 121,51   
Villa de Chicligasta;-651.703.099.621.512;-274.113.772.987.721; 122,72   
Villa de las Rosas;-650.365.731.182.786;-31.939.449.162.597; 123,95   
Villa de Leales;-652.308.899.100.708;-272.210.020.625.548; 125,19   
Villa de Mar«a;-637.251.634.049.095;-298.941.782.214.697; 126,44   
Villa de Pocho;-652.841.808.159.514;-314.730.827.915.556; 127,71   
Villa de Soto;-65.007.397.762.367;-308.690.814.087.168; 128,98   
Villa del Carmen;-650.466.107.323.724;-329.177.881.472.782; 130,27   
Villa del Dique;-644.331.269.585.083;-321.348.568.466.706; 131,58   
Villa del Nahueve;-709.189.370.546.609;-370.165.803.312.123; 132,89   
Villa del Prado;-643.917.917.466.749;-316.204.677.227.677; 134,22   
Villa del Puente Pic«ßn Leuf«ß;-700.822.342.331.812;-39.207.608.881.814; 135,56   
Villa del Rosario;-635.340.745.893.101;-315.570.088.932.439; 136,92   
Villa del Totoral;-640.569.454.757.473;-307.095.120.032.809; 138,29   
Villa Dolores;-652.015.131.268.781;-319.771.247.818.656; 139,67   
Villa Dos Trece;-593.642.106.776.359;-26.184.603.792.573; 141,07   
Villa el Chacay;-648.658.820.184.979;-32.894.408.635.154; 142,48   
Villa el Choc«¸n;-688.408.718.852.915;-3.925.636.888.483; 143,90   
Villa Elisa;-622.950.011.450.932;-328.338.792.756.203; 145,34   
Villa Elo«sa;-615.854.778.267.263;-3.297.909.764.739; 146,80   
Villa Escolar;-58.668.933.325.641;-266.312.935.930.684; 148,26   
Villa Fontana;-631.154.326.746.594;-308.951.889.539.233; 149,75   
Villa General Belgrano;-645.854.153.620.909;-319.843.739.756.545; 151,24   
Villa Gesell;-570.658.445.952.167;-373.705.193.836.346; 152,76   
Villa Giardino;-645.134.379.250.387;-31.040.129.320.429; 154,28   
Villa Gobernador G«≠lvez;-606.266.965.797.525;-33.028.685.994.743; 155,83   
Villa Guillermina;-596.015.786.536.188;-281.380.903.982.548; 157,38   
Villa Guti«∏rrez;-641.911.110.471.149;-306.956.206.838.802; 158,96   
Villa Huidobro;-645.822.038.824.256;-348.396.563.912; 160,55   
Villa la Angostura;-716.236.786.668.395;-407.808.534.834.015; 162,15   
Villa la Bolsa;-644.294.772.612.583;-317.320.720.279.432; 163,78   
Villa Larca;-649.872.112.931.982;-326.050.751.482.919; 165,41   
Villa Llanquin;-710.123.491.718.889;-408.764.816.536.377; 167,07   
Villa los Aromos;-644.383.564.544.401;-317.198.998.965.797; 168,74   
Villa los Patos;-627.274.983.332.989;-327.675.652.636.145; 170,42   
Villa Mar«a;-632.366.303.163.216;-324.031.012.852.999; 172,13   
Villa Mercedes;-654.739.226.474.119;-33.667.693.601.946; 173,85   
Villa Minetti;-616.651.694.963.613;-285.999.229.836.668; 175,59   
Villa Mirasol;-639.307.226.012.966;-360.084.630.949.925; 177,34   
Villa Mugueta;-610.446.821.957.672;-333.210.672.687.667; 179,12   
Villa Nueva;-632.624.459.627.598;-324.348.778.297.543; 180,91   
Villa Olivari;-569.450.354.098.951;-276.297.448.130.989; 182,72   
Villa Padre Monti;-649.838.039.127.352;-264.093.655.654.606; 184,55   
Villa Parque Santa Ana;-643.471.770.630.551;-315.902.804.153.487; 186,39   
Villa Parque Siquiman;-644.926.944.882.209;-313.521.525.399.098; 188,26   
Villa Pehuenia;-711.785.013.312.736;-389.071.357.687.471; 190,14   
Villa Quillinzo;-645.299.853.710.022;-322.419.722.792.215; 192,04   
Villa Quinteros;-65.795.415.563.243;-271.087.607.368.787; 193,96   
Villa R«o Bermejito;-60.512.589.546.568;-254.572.628.455.707; 195,90   
Villa R«o Icho Cruz;-645.618.964.195.508;-31.486.607.973.038; 197,86   
Villa Regina;-670.685.798.585.156;-389.398.313.952.735; 199,84   
Villa Rossi;-632.704.154.896.919;-3.429.760.379.345; 201,84   
Villa Rumipal;-644.858.600.100.432;-321.625.608.439.289; 203,85   
Villa San Esteban;-629.033.357.626.936;-316.455.668.750.732; 205,89   
Villa San Isidro;-644.161.559.167.215;-318.046.885.379.658; 207,95   
Villa San Jos«∏;-616.167.311.160.057;-313.398.681.543.485; 210,03   
Villa Santa Cruz del Lago;-645.104.902.375.029;-313.705.588.269.763; 212,13   
Villa Saralegui;-607.712.567.255.426;-304.455.258.045.236; 214,25   
Villa Sarmiento (G.R.);-651.928.848.099.619;-319.200.351.681.617; 216,39   
Villa Sarmiento (S. A.);-64.736.285.034.239;-341.500.199.451.459; 218,56   
Villa Traful;-713.996.881.541.689;-406.716.922.374.749; 220,74   
Villa Trinidad;-619.264.658.083.013;-302.258.084.495.352; 222,95   
Villa Tulumba;-641.206.106.410.778;-303.958.819.067.891; 225,18   
Villa Valeria;-649.192.025.001.429;-343.414.551.616.036; 227,43   
Villa Vil;-668.075.755.872.088;-265.488.558.545.602; 229,71   
Villa Yacanto;-647.855.875.348.449;-32.122.539.446.147; 232,00   
Villada;-614.954.681.918.429;-333.390.518.480.359; 234,32   
Villarino;-627.268.024.308.416;-391.296.648.457.138; 236,67   
Vinalito;-643.534.086.128.734;-237.307.638.894.877; 239,03   
Vinchina;-685.253.984.631.142;-283.164.203.776.533; 241,42   
Virginia;-61.366.914.168.879;-307.574.324.549.798; 243,84   
Vista Alegre;-682.001.640.971.801;-387.688.687.995.696; 246,28   
Volc«≠n;-654.107.118.105.984;-238.993.268.381.873; 248,74   
Washington;-646.907.512.956.001;-338.748.130.316.447; 251,23   
Wenceslao Escalante;-627.704.160.998.211;-331.716.374.700.178; 253,74   
Wheelwright;-612.514.088.693.739;-338.668.306.170.448; 256,28   
Winifreda;-644.552.441.731.366;-362.611.820.101.032; 258,84   
Yala;-654.612.010.689.142;-240.245.351.929.013; 261,43   
Yaminu«∏;-672.289.997.540.711;-410.317.785.123.533; 264,04   
Yanima;-657.194.897.325.952;-27.642.361.639.587; 266,68   
Yapey«ß;-567.895.830.853.807;-293.892.392.506.455; 269,35   
Yatayt« Calle;-587.974.473.916.707;-290.601.700.356.195; 272,04   
Yavi;-653.412.864.273.208;-221.949.119.799.291; 274,76   
Yerba Buena;-654.103.180.460.691;-272.330.357.482.959; 277,51   
Yuto;-646.176.128.701.431;-23.565.307.635.886; 280,29   
Z«≠rate;-59.128.470.961.009;-33.997.140.182.023; 283,09   
Zanjitas;-664.148.690.167.955;-338.049.276.377.293; 285,92   
Zapala;-701.432.085.906.335;-389.328.385.901.676; 288,78   
Zavalla;-60.912.358.566.845;-330.171.717.856.177; 291,67   
Zen«¸n Pereyra;-619.603.711.602.555;-315.489.943.704.143; 294,58   
Zonda;-689.555.709.233.009;-316.381.980.593.895; 297,53   
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
